image,split,spawned_tubes,visible_labels,visible_pixels
images/train/tube_000613.jpg,train,4,4,3193
images/train/tube_000614.jpg,train,2,2,1568
images/train/tube_000615.jpg,train,4,4,3371
images/train/tube_000616.jpg,train,2,2,1266
images/train/tube_000617.jpg,train,1,1,1024
images/train/tube_000618.jpg,train,2,2,1527
images/val/tube_000619.jpg,val,3,3,2668
images/train/tube_000620.jpg,train,1,1,884
images/train/tube_000621.jpg,train,3,3,2096
images/test/tube_000622.jpg,test,4,4,3143
images/train/tube_000623.jpg,train,3,3,2726
images/train/tube_000624.jpg,train,1,1,809
images/train/tube_000625.jpg,train,2,2,1784
images/train/tube_000626.jpg,train,1,1,637
images/train/tube_000627.jpg,train,1,1,858
images/val/tube_000628.jpg,val,3,3,2632
images/test/tube_000629.jpg,test,2,2,1669
images/val/tube_000630.jpg,val,1,1,886
images/train/tube_000631.jpg,train,3,3,2162
images/train/tube_000632.jpg,train,1,1,1020
images/train/tube_000633.jpg,train,3,3,2829
images/train/tube_000634.jpg,train,2,2,1721
images/train/tube_000635.jpg,train,3,3,2350
images/train/tube_000636.jpg,train,1,1,645
images/train/tube_000637.jpg,train,1,1,870
images/train/tube_000638.jpg,train,2,2,1508
images/train/tube_000639.jpg,train,2,2,1499
images/train/tube_000640.jpg,train,4,4,3663
images/train/tube_000641.jpg,train,4,4,3311
images/val/tube_000642.jpg,val,2,2,1560
images/val/tube_000643.jpg,val,3,3,2564
images/train/tube_000644.jpg,train,1,1,716
images/train/tube_000645.jpg,train,1,1,830
images/train/tube_000646.jpg,train,4,4,3272
images/train/tube_000647.jpg,train,4,4,3501
images/train/tube_000648.jpg,train,1,1,881
images/val/tube_000649.jpg,val,4,4,3468
images/train/tube_000650.jpg,train,2,2,1845
images/test/tube_000651.jpg,test,3,3,2625
images/train/tube_000652.jpg,train,0,0,0
images/train/tube_000653.jpg,train,4,4,3391
images/train/tube_000654.jpg,train,1,1,696
images/train/tube_000655.jpg,train,3,3,2529
images/train/tube_000656.jpg,train,3,3,2127
images/val/tube_000657.jpg,val,2,2,1871
images/test/tube_000658.jpg,test,2,2,1654
images/train/tube_000659.jpg,train,1,1,727
images/test/tube_000660.jpg,test,1,1,854
images/test/tube_000661.jpg,test,0,0,0
images/train/tube_000662.jpg,train,0,0,0
images/train/tube_000663.jpg,train,2,2,1651
images/train/tube_000664.jpg,train,4,4,2967
images/val/tube_000665.jpg,val,0,0,0
images/train/tube_000666.jpg,train,3,3,2148
images/train/tube_000667.jpg,train,2,2,1644
images/train/tube_000668.jpg,train,0,0,0
images/val/tube_000669.jpg,val,1,1,802
images/train/tube_000670.jpg,train,1,1,927
images/train/tube_000671.jpg,train,3,3,2181
images/train/tube_000672.jpg,train,3,3,2466
images/train/tube_000673.jpg,train,3,3,2917
images/train/tube_000674.jpg,train,3,3,2591
images/train/tube_000675.jpg,train,4,4,3416
images/val/tube_000676.jpg,val,4,4,2796
images/train/tube_000677.jpg,train,3,3,2546
images/val/tube_000678.jpg,val,4,4,3030
images/train/tube_000679.jpg,train,4,4,3085
images/train/tube_000680.jpg,train,3,3,2458
images/train/tube_000681.jpg,train,3,3,2153
images/val/tube_000682.jpg,val,2,2,1712
images/train/tube_000683.jpg,train,2,2,1653
images/train/tube_000684.jpg,train,3,3,2301
images/train/tube_000685.jpg,train,3,3,2687
images/train/tube_000686.jpg,train,0,0,0
images/train/tube_000687.jpg,train,4,4,3410
images/train/tube_000688.jpg,train,1,1,964
images/train/tube_000689.jpg,train,1,1,766
images/train/tube_000690.jpg,train,2,2,1414
images/train/tube_000691.jpg,train,2,2,1535
images/test/tube_000692.jpg,test,4,4,3451
images/train/tube_000693.jpg,train,4,4,3181
images/train/tube_000694.jpg,train,4,4,3564
images/val/tube_000695.jpg,val,3,3,2667
images/train/tube_000696.jpg,train,2,2,1347
images/train/tube_000697.jpg,train,1,1,1025
images/val/tube_000698.jpg,val,1,1,937
images/train/tube_000699.jpg,train,4,4,3658
images/test/tube_000700.jpg,test,3,3,2669
images/train/tube_000701.jpg,train,4,4,3080
images/val/tube_000702.jpg,val,4,4,3501
images/train/tube_000703.jpg,train,2,2,1612
images/test/tube_000704.jpg,test,2,2,1758
images/train/tube_000705.jpg,train,3,3,2495
images/train/tube_000706.jpg,train,4,4,3093
images/train/tube_000707.jpg,train,1,1,949
images/train/tube_000708.jpg,train,1,1,913
images/train/tube_000709.jpg,train,3,3,2549
images/train/tube_000710.jpg,train,1,1,951
images/train/tube_000711.jpg,train,1,1,517
images/test/tube_000712.jpg,test,1,1,905
images/train/tube_000713.jpg,train,3,3,2694
images/train/tube_000714.jpg,train,2,2,1754
images/train/tube_000715.jpg,train,3,3,2624
images/train/tube_000716.jpg,train,1,1,658
images/val/tube_000717.jpg,val,4,4,3455
images/train/tube_000718.jpg,train,1,1,997
images/train/tube_000719.jpg,train,3,3,2715
images/train/tube_000720.jpg,train,4,4,3099
images/train/tube_000721.jpg,train,1,1,663
images/val/tube_000722.jpg,val,3,3,2857
images/train/tube_000723.jpg,train,1,1,904
images/train/tube_000724.jpg,train,2,2,1497
images/train/tube_000725.jpg,train,2,2,1944
images/train/tube_000726.jpg,train,2,2,1446
images/train/tube_000727.jpg,train,4,4,3705
images/test/tube_000728.jpg,test,4,4,3424
images/train/tube_000729.jpg,train,2,2,1637
images/train/tube_000730.jpg,train,3,3,2657
images/train/tube_000731.jpg,train,2,2,1491
images/train/tube_000732.jpg,train,4,4,2923
images/val/tube_000733.jpg,val,4,4,3823
images/train/tube_000734.jpg,train,1,1,732
images/train/tube_000735.jpg,train,4,4,3546
images/train/tube_000736.jpg,train,4,4,2636
images/val/tube_000737.jpg,val,2,2,1782
images/train/tube_000738.jpg,train,4,4,3432
images/train/tube_000739.jpg,train,4,4,3594
images/test/tube_000740.jpg,test,4,4,2983
images/test/tube_000741.jpg,test,2,2,1378
images/train/tube_000742.jpg,train,2,2,1939
images/test/tube_000743.jpg,test,2,2,1823
images/train/tube_000744.jpg,train,3,3,2321
images/train/tube_000745.jpg,train,0,0,0
images/train/tube_000746.jpg,train,1,1,593
images/train/tube_000747.jpg,train,4,4,3209
images/train/tube_000748.jpg,train,1,1,940
images/val/tube_000749.jpg,val,4,4,3461
images/train/tube_000750.jpg,train,2,2,1526
images/test/tube_000751.jpg,test,4,4,3241
images/train/tube_000752.jpg,train,3,3,2390
images/train/tube_000753.jpg,train,4,4,3561
images/train/tube_000754.jpg,train,1,1,738
images/val/tube_000755.jpg,val,4,4,3521
images/train/tube_000756.jpg,train,4,4,3355
images/train/tube_000757.jpg,train,3,3,2269
images/test/tube_000758.jpg,test,2,2,1987
images/train/tube_000759.jpg,train,4,4,3067
images/train/tube_000760.jpg,train,1,1,930
images/train/tube_000761.jpg,train,4,4,2906
images/train/tube_000762.jpg,train,2,2,1949
images/val/tube_000763.jpg,val,1,1,1056
images/train/tube_000764.jpg,train,1,1,843
images/train/tube_000765.jpg,train,2,2,1476
images/train/tube_000766.jpg,train,3,3,2120
images/train/tube_000767.jpg,train,2,2,1601
images/val/tube_000768.jpg,val,3,3,2742
images/train/tube_000769.jpg,train,2,2,1781
images/train/tube_000770.jpg,train,1,1,972
images/train/tube_000771.jpg,train,1,1,713
images/train/tube_000772.jpg,train,1,1,1014
images/train/tube_000773.jpg,train,1,1,875
images/train/tube_000774.jpg,train,2,2,1699
images/train/tube_000775.jpg,train,2,2,1746
images/train/tube_000776.jpg,train,1,1,627
images/train/tube_000777.jpg,train,2,2,1984
images/train/tube_000778.jpg,train,3,3,2869
images/train/tube_000779.jpg,train,1,1,774
images/train/tube_000780.jpg,train,4,4,3447
images/train/tube_000781.jpg,train,2,2,1302
images/train/tube_000782.jpg,train,2,2,1962
images/train/tube_000783.jpg,train,4,4,3136
images/train/tube_000784.jpg,train,4,4,3474
images/train/tube_000785.jpg,train,1,1,916
images/train/tube_000786.jpg,train,3,3,2187
images/train/tube_000787.jpg,train,4,4,3047
images/test/tube_000788.jpg,test,2,2,1809
images/train/tube_000789.jpg,train,4,4,3244
images/train/tube_000790.jpg,train,4,4,3279
images/train/tube_000791.jpg,train,2,2,1556
images/val/tube_000792.jpg,val,3,3,2974
images/train/tube_000793.jpg,train,1,1,885
images/train/tube_000794.jpg,train,1,1,763
images/test/tube_000795.jpg,test,2,2,1726
images/train/tube_000796.jpg,train,4,4,2966
images/val/tube_000797.jpg,val,3,3,2147
images/train/tube_000798.jpg,train,1,1,963
images/train/tube_000799.jpg,train,3,3,2411
images/train/tube_000800.jpg,train,2,2,1749
images/train/tube_000801.jpg,train,4,4,3013
images/train/tube_000802.jpg,train,3,3,2952
images/train/tube_000803.jpg,train,2,2,1796
images/train/tube_000804.jpg,train,4,4,3069
images/val/tube_000805.jpg,val,3,3,2132
images/val/tube_000806.jpg,val,0,0,0
images/val/tube_000807.jpg,val,3,3,2761
images/train/tube_000808.jpg,train,2,2,1478
images/train/tube_000809.jpg,train,3,3,2179
images/train/tube_000810.jpg,train,0,0,0
images/train/tube_000811.jpg,train,1,1,564
images/train/tube_000812.jpg,train,4,4,3388
images/train/tube_000813.jpg,train,3,3,2691
images/train/tube_000814.jpg,train,1,1,686
images/train/tube_000815.jpg,train,1,1,909
images/train/tube_000816.jpg,train,1,1,535
images/train/tube_000817.jpg,train,2,2,1756
images/train/tube_000818.jpg,train,1,1,882
images/train/tube_000819.jpg,train,1,1,817
images/train/tube_000820.jpg,train,4,4,3703
images/train/tube_000821.jpg,train,3,3,2219
images/train/tube_000822.jpg,train,1,1,983
images/train/tube_000823.jpg,train,3,3,2436
images/train/tube_000824.jpg,train,2,2,1638
images/val/tube_000825.jpg,val,3,3,2812
images/val/tube_000826.jpg,val,4,4,2822
images/val/tube_000827.jpg,val,2,2,1811
images/train/tube_000828.jpg,train,3,3,2352
images/train/tube_000829.jpg,train,1,1,897
images/train/tube_000830.jpg,train,3,3,2785
images/train/tube_000831.jpg,train,0,0,0
images/test/tube_000832.jpg,test,4,4,3232
images/train/tube_000833.jpg,train,0,0,0
images/train/tube_000834.jpg,train,4,4,3524
images/train/tube_000835.jpg,train,3,3,2534
images/train/tube_000836.jpg,train,3,3,2680
images/train/tube_000837.jpg,train,3,3,2648
images/train/tube_000838.jpg,train,3,3,2551
images/train/tube_000839.jpg,train,2,2,1605
images/test/tube_000840.jpg,test,4,4,3335
images/train/tube_000841.jpg,train,2,2,1604
images/train/tube_000842.jpg,train,3,3,2646
images/train/tube_000843.jpg,train,1,1,946
images/train/tube_000844.jpg,train,2,2,1526
images/train/tube_000845.jpg,train,2,2,1816
images/train/tube_000846.jpg,train,2,2,1468
images/train/tube_000847.jpg,train,3,3,2716
images/val/tube_000848.jpg,val,2,2,1628
images/val/tube_000849.jpg,val,4,4,3398
images/train/tube_000850.jpg,train,3,3,2953
images/train/tube_000851.jpg,train,0,0,0
images/train/tube_000852.jpg,train,1,1,1055
images/train/tube_000853.jpg,train,1,1,879
images/train/tube_000854.jpg,train,0,0,0
images/train/tube_000855.jpg,train,1,1,837
images/val/tube_000856.jpg,val,3,3,2367
images/train/tube_000857.jpg,train,4,4,3411
images/train/tube_000858.jpg,train,0,0,0
images/train/tube_000859.jpg,train,3,3,2262
images/train/tube_000860.jpg,train,1,1,973
images/train/tube_000861.jpg,train,4,4,2821
images/train/tube_000862.jpg,train,2,2,1871
images/test/tube_000863.jpg,test,3,3,2591
images/train/tube_000864.jpg,train,2,2,1693
images/val/tube_000865.jpg,val,4,4,3184
images/val/tube_000866.jpg,val,4,4,3098
images/train/tube_000867.jpg,train,1,1,952
images/train/tube_000868.jpg,train,1,1,916
images/val/tube_000869.jpg,val,3,3,2653
images/train/tube_000870.jpg,train,3,3,2971
images/train/tube_000871.jpg,train,2,2,1362
images/train/tube_000872.jpg,train,3,3,2634
images/test/tube_000873.jpg,test,4,4,3626
images/train/tube_000874.jpg,train,0,0,0
images/train/tube_000875.jpg,train,1,1,820
images/train/tube_000876.jpg,train,2,2,1472
images/val/tube_000877.jpg,val,2,2,1631
images/train/tube_000878.jpg,train,1,1,934
images/train/tube_000879.jpg,train,2,2,1675
images/train/tube_000880.jpg,train,4,4,3622
images/train/tube_000881.jpg,train,2,2,1669
images/train/tube_000882.jpg,train,3,3,2655
images/val/tube_000883.jpg,val,3,3,2509
images/test/tube_000884.jpg,test,4,4,3015
images/train/tube_000885.jpg,train,1,1,774
images/train/tube_000886.jpg,train,2,2,1497
images/train/tube_000887.jpg,train,4,4,3101
images/train/tube_000888.jpg,train,3,3,2552
images/train/tube_000889.jpg,train,1,1,730
images/train/tube_000890.jpg,train,4,4,3300
images/train/tube_000891.jpg,train,1,1,580
images/train/tube_000892.jpg,train,4,4,3804
images/train/tube_000893.jpg,train,4,4,3684
images/train/tube_000894.jpg,train,4,4,2993
images/train/tube_000895.jpg,train,1,1,848
images/train/tube_000896.jpg,train,2,2,1614
images/test/tube_000897.jpg,test,2,2,1846
images/train/tube_000898.jpg,train,3,3,2522
images/train/tube_000899.jpg,train,3,3,2492
images/test/tube_000900.jpg,test,1,1,936
images/train/tube_000901.jpg,train,3,3,2292
images/train/tube_000902.jpg,train,4,4,3199
images/test/tube_000903.jpg,test,2,2,1734
images/train/tube_000904.jpg,train,4,4,3282
images/train/tube_000905.jpg,train,1,1,861
images/train/tube_000906.jpg,train,4,4,3391
images/train/tube_000907.jpg,train,1,1,1014
images/train/tube_000908.jpg,train,4,4,3592
images/train/tube_000909.jpg,train,1,1,719
images/test/tube_000910.jpg,test,1,1,903
images/train/tube_000911.jpg,train,2,2,1314
images/train/tube_000912.jpg,train,2,2,1993
images/train/tube_000913.jpg,train,4,4,3487
images/train/tube_000914.jpg,train,2,2,1755
images/train/tube_000915.jpg,train,3,3,2642
images/test/tube_000916.jpg,test,3,3,2166
images/train/tube_000917.jpg,train,4,4,3511
images/train/tube_000918.jpg,train,4,4,3311
images/train/tube_000919.jpg,train,2,2,1772
images/train/tube_000920.jpg,train,4,4,3312
images/train/tube_000921.jpg,train,3,3,2121
images/train/tube_000922.jpg,train,2,2,1608
images/train/tube_000923.jpg,train,2,2,1686
images/train/tube_000924.jpg,train,2,2,1656
images/train/tube_000925.jpg,train,1,1,961
images/val/tube_000926.jpg,val,3,3,2436
images/val/tube_000927.jpg,val,0,0,0
images/train/tube_000928.jpg,train,2,2,1792
images/train/tube_000929.jpg,train,4,4,3476
images/train/tube_000930.jpg,train,1,1,869
images/train/tube_000931.jpg,train,3,3,2482
images/train/tube_000932.jpg,train,4,4,3150
images/train/tube_000933.jpg,train,1,1,1041
images/val/tube_000934.jpg,val,3,3,2328
images/train/tube_000935.jpg,train,4,4,3041
images/train/tube_000936.jpg,train,3,3,2058
images/test/tube_000937.jpg,test,3,3,2515
images/train/tube_000938.jpg,train,3,3,2591
images/train/tube_000939.jpg,train,2,2,1473
images/val/tube_000940.jpg,val,2,2,1363
images/test/tube_000941.jpg,test,2,2,1625
images/train/tube_000942.jpg,train,3,3,2658
images/train/tube_000943.jpg,train,4,4,3727
images/test/tube_000944.jpg,test,4,4,3418
images/train/tube_000945.jpg,train,0,0,0
images/train/tube_000946.jpg,train,2,2,1304
images/train/tube_000947.jpg,train,4,4,3175
images/val/tube_000948.jpg,val,2,2,1758
images/train/tube_000949.jpg,train,1,1,790
images/test/tube_000950.jpg,test,1,1,951
images/train/tube_000951.jpg,train,1,1,572
images/train/tube_000952.jpg,train,2,2,1576
images/train/tube_000953.jpg,train,3,3,2527
images/train/tube_000954.jpg,train,4,4,3618
images/val/tube_000955.jpg,val,4,4,2985
images/train/tube_000956.jpg,train,3,3,2128
images/train/tube_000957.jpg,train,4,4,3272
images/train/tube_000958.jpg,train,2,2,1884
images/train/tube_000959.jpg,train,4,4,3431
images/train/tube_000960.jpg,train,3,3,2682
images/train/tube_000961.jpg,train,2,2,1597
images/train/tube_000962.jpg,train,1,1,973
images/val/tube_000963.jpg,val,2,2,1785
images/train/tube_000964.jpg,train,3,3,2539
images/test/tube_000965.jpg,test,3,3,2413
images/train/tube_000966.jpg,train,1,1,641
images/train/tube_000967.jpg,train,4,4,3641
images/train/tube_000968.jpg,train,3,3,2391
images/train/tube_000969.jpg,train,3,3,2649
images/test/tube_000970.jpg,test,0,0,0
images/train/tube_000971.jpg,train,3,3,2287
images/train/tube_000972.jpg,train,3,3,2726
images/train/tube_000973.jpg,train,2,2,1564
images/train/tube_000974.jpg,train,4,4,3261
images/train/tube_000975.jpg,train,1,1,912
images/train/tube_000976.jpg,train,2,2,1567
images/train/tube_000977.jpg,train,3,3,2631
images/train/tube_000978.jpg,train,4,4,3466
images/train/tube_000979.jpg,train,3,3,2192
images/train/tube_000980.jpg,train,2,2,1530
images/train/tube_000981.jpg,train,4,4,3008
images/train/tube_000982.jpg,train,4,4,3486
images/train/tube_000983.jpg,train,2,2,1511
images/train/tube_000984.jpg,train,1,1,719
images/val/tube_000985.jpg,val,2,2,1637
images/train/tube_000986.jpg,train,3,3,2282
images/train/tube_000987.jpg,train,1,1,863
images/train/tube_000988.jpg,train,0,0,0
images/test/tube_000989.jpg,test,2,2,1725
images/train/tube_000990.jpg,train,3,3,2647
images/train/tube_000991.jpg,train,4,4,3216
images/train/tube_000992.jpg,train,2,2,1613
images/train/tube_000993.jpg,train,1,1,851
images/train/tube_000994.jpg,train,2,2,1629
images/train/tube_000995.jpg,train,2,2,1607
images/train/tube_000996.jpg,train,3,3,2316
images/test/tube_000997.jpg,test,3,3,2801
images/test/tube_000998.jpg,test,3,3,2645
images/train/tube_000999.jpg,train,2,2,1477
